Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Find your most recent notes or search for them later when you need them	**Find your most recent notes or search for them later when you need them**\n\nClick the top button on Surface Pen while Surface is unlocked to see your most recent notes.\n\nUse the Search charm to find text in any of your notes. Swipe in from the right edge of the screen and tap or click Search. Then tap or click the arrow  above the search box, select OneNote, and enter the text you want to find.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3734
Many notebooks, all in OneNote	**Many notebooks, all in OneNote**\n\nYou can create as many notebooks as you need in OneNote. Use sections, pages, and tags to make things easy to find.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3735
Send a page or share a notebook	**Send a page or share a notebook**\n\nOpen the Share charm to email the notebook page you’re viewing. Or, to get a link to an entire notebook that you can paste into an email or file, tap and hold or right-click the notebook in your list of notebooks to open the app commands. Then, tap or click Copy Link to Notebook at the bottom of the screen.\n\nWhat others see when you share depends on the settings you’ve used on the OneDrive folder your notebook is in. For more info, see [Share files and folders and change permissions](http://windows.microsoft.com/en-us/onedrive/share-file-folder) on Windows.com.\n\nDon’t want to share? Your notebooks are private unless you decide to share them.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3736
Collaborate using OneNote (desktop) app	**Collaborate using OneNote (desktop) app**\n\nOneNote (desktop) offers more ways to share, including group notebooks that a group of people can use to collaborate. You can even work together in a group notebook that everyone shares during a meeting. Learn more by watching the video [Share your notebook](http://office.microsoft.com/en-us/onenote-help/video-share-your-notebook-VA103981626.aspx?CTT=1) on Office.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3737
Use radial menus to display OneNote commands	**Use radial menus to display OneNote commands**\n\nWhile you’re working in OneNote, you’ll notice round icons appearing in your notes. For example:\n\nThese icons show up whenever you tap notes or objects on a page, select text, or pictures, or do other things in your notebook. When you tap these types of icons, a radial menu appears showing you a wheel of commands that are based on whatever you’re working on or whatever you currently have selected.\n\nThe commands on these menus can change, depending on what you’re currently doing. For more info on the radial menu, see [Use radial menus to display OneNote commands](http://office.microsoft.com/en-us/onenote-help/use-radial-menus-to-display-onenote-commands-HA102833374.aspx) on Office.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3738
Add pictures, web clippings, and more	**Add pictures, web clippings, and more**\n\nYou can add pictures, clippings, webpages, and files to your notebooks. A link back to the source is included automatically.\n\nTo paste a screenshot to your most recently opened OneNote page:\n\n  Open the Share charm, and tap or click Send to OneNote. You’ll get a chance to preview the page before you send it to OneNote.\n\nTo copy a picture from your Surface camera roll or from any location on your Surface or OneDrive:\n\n1.  In OneNote, tap or click the round icon to open the radial menu.\n\n2.  Tap or click Picture. ✪\n\n3.  Tap or click the arrow  next to This PC, and choose the file location, such as OneDrive, and then choose a folder.\n\n4.  Tap or click the picture you want to copy, and then tap or click Open. \n\nTo paste in a picture or some text from a webpage:\n\n1.  While you’re viewing the webpage, select what you want to paste, tap and hold or right-click, and then tap or click Copy. \n\n2.  In OneNote tap or click the round icon to open the radial menu, and tap or click Paste..	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3739
Take photos straight to OneNote	**Take photos straight to OneNote**\n\nUse your Surface camera to take photos and put them on OneNote page.\n\n1.  Open OneNote, and tap or click the round icon to open the radial menu.\n\n2.  Tap or click Camera. \n\n3.  Take one or more photos, and then tap or click Insert all. \n\nFor more info, see [OneNote.com](http://www.onenote.com/) and [Using OneNote on Surface](http://www.microsoft.com/surface/en-us/support/office-apps/take-notes-with-onenote) on Surface.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3740
Camera - Built-in apps	**Camera**\n\nSurface Pro 3 has two 5-megapixel cameras for taking pictures and recording videos. You can use the front camera for conferencing and video calls, and the back camera to record meetings and events.\n\nRecord video with either camera in 1080p HD, with a 16:9 aspect ratio (widescreen). Both cameras are fixed focus, so you don’t need to worry about focusing. A privacy light appears when either camera is on, so there are no surprises.\n\n*   Record videos and take photos\n\n*   Use the Camera app that’s pre-installed on Surface, or another camera app from the Windows Store (search for Camera in the Store app). Here’s what you need to know about the Camera app: \n\nTo take a photo or record a video:\n\n  Open the Camera app, and then tap the on-screen Photo button or Video button.\n\n✪ ✪\n\nTip When you’re recording video, you can tap anywhere on the screen to take a picture without stopping the recording.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3741
Camera options - Camera	**Camera options**\n\nSwipe down from the top edge of the screen to see camera options such as timer, exposure, and the option to switch cameras. A few more camera options are available in Settings (open the Settings charm, and then choose Options ).	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3742
Take photos from the lock screen	**Take photos from the lock screen**\n\nYou can quickly take a photo or video from the lock screen. Here’s how:\n\n1.  If the screen is off, tap a key or turn Surface on.\n\n2.  Swipe down from the top edge of the lock screen.\n\n3.  Tap the Photo button or anywhere on the screen.✪\n\n4.  To see your camera roll or change settings, tap or click the Unlock button, sign in to your Surface, and open the Camera app.\n\nTo turn the lock screen camera on or off: Open the Settings charm, tap or click Change PC settings > PC and devices > Lock screen > Swipe down on the lock screen to use the camera (under Camera at the bottom of the screen).	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3743
Take a panorama	You can capture unique immersive panoramas using the Camera app. Here’s how:\n\n1.  Open the Camera app and point the camera at your starting point for the panorama.\n\n2.  Tap the Panorama button.✪\n\n3.  Slowly tilt or rotate the camera in any direction. When you align the new image with the existing images, the camera automatically takes the next image.\n\n4.  When you’ve taken all the pictures you want in your panorama, tap the check mark.\n\nThe Camera app stitches together the images and saves the panorama in your camera roll (panorama files in the Camera Roll folder have a .Pano file extension).	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3744
View photos and videos (Camera Roll)	**View photos and videos (Camera Roll)**\n\nThere are lots of ways to see the photos and videos you’ve taken with the Camera app:\n\n*   Camera  app: Swipe to the right to look through your recent photos and videos. You can also swipe down from the top edge of the screen, and then tap Camera roll. \n\n*   Photos,  File  Explorer, or the OneDrive app: Go to the Pictures folder, and then to the Camera roll folder.\n\nYou can choose to have the photos and videos that you take with Surface automatically uploaded to OneDrive. To find out how, see [Store photos in OneDrive](http://windows.microsoft.com/en-us/windows-8/storing-photos-skydrive) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3745
For best results,	keep the camera in the same place as you tilt and rotate it, as if it’s on a tripod. Move slowly and steadily when lining up the image, and then pause to capture it. If your body blocks the viewfinder, keep the camera in the same place and step around it until you’re out of the way. See [Camera app and webcams: FAQ](http://windows.microsoft.com/en-us/windows-8/camera-app-faq) on Windows.com to watch a video showing best practices for taking a panorama.\n\nUse the Camera, Photos, or OneDrive apps to view your panoramas. You can share links to your panoramas on OneDrive—see [Share and print photos](http://windows.microsoft.com/en-us/windows-8/sharing-printing-photos) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3746
Edit photos - Camera	**Edit photos**\n\nThe Photos app can make automatic corrections for you, or you can experiment with lighting and color adjustments, effects, plus cropping and rotating.\n\n1.  Open a photo in the Camera, Photos, or the OneDrive app.\n\n2.  Swipe down from the top edge of the screen, and tap or click Edit. \n\n3.  Choose from auto and basic fixes, light and color adjustments, and effects.\n\n4.  Once the picture is how you like it, swipe down from the top edge to save your changes.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3747
Share and print photos	**Share and print photos**\n\nFor info about sharing and printing your photos, see [Share and print photos](http://windows.microsoft.com/en-us/windows-8/sharing-printing-photos) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3748
Edit videos - Camera	**Edit videos**\n\nTo delete or trim videos:\n\n1.  Open the video using the Camera, Photos, or the OneDrive app.\n\n2.  Swipe down from the top edge of the screen.\n\n3.  Do one of the following:\n\n    *   Tap or click Delete to delete the video.\n    *   Tap or click Trim to make the video shorter. Move the handles at the left and right ends of the time line to the new start and stop points you want.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3749
Music - Built-in apps	**Music**\n\n With the Music app, you can play music in your collection, stream music from one of the largest digital music catalogs, and buy new music from the Xbox Music Store*. You can also discover new music by creating a Radio station based on your favorite artists.\n\n*Xbox Music account required. Data charges may apply. Limits on free streaming apply. Available Xbox Music features and content may vary over time. See [Xbox.com/Music](http://www.xbox.com/music) [.](http://www.xbox.com/music)	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3750
Play music - Music	1.  From the Start screen, tap or click Music. If prompted, sign in with your Microsoft account .\n\n2.  On the left, tap or click Collection. ✪\n\n3.  Choose to see your collection arranged by Albums, Artists, or Songs. Or use Search to find what you want to play.\n\n4.  Select a song or album, and then tap or click the Play button.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3751
Stream music - Music	**Stream music**\n\nWhen you’re signed in with your Microsoft account, you can stream millions of songs for free*. You’ll [hear some](http://support.xbox.com/en-US/music-and-video/music/ads-while-streaming) [ads](http://support.xbox.com/en-US/music-and-video/music/ads-while-streaming) when you’re listening to songs you don’t own, and there’s some fine print you should read about [streaming](http://www.xbox.com/en-US/music) [limits](http://www.xbox.com/en-US/music) [.](http://www.xbox.com/en-US/music) \n\nTo stream music: Tap or click Explore, choose a new album, or use Search to find an artist, album, or song that you want to play.\n\n*Internet required; ISP fees apply. Free music streaming, Xbox Music Pass, and Xbox Music aren’t available in all countries or regions. See [Xbox.com/Music](http://www.xbox.com/music) for more info.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3752
No music? - Play music	If your Collection is empty, [add songs to your Music folder](http://support.xbox.com/en-US/music-and-video/music/how-to-add-music) and they'll appear in the Music app. If your music is on another computer that’s part of your home network (homegroup), you can join the homegroup and listen to music without copying files to your Surface. For help copying music to your Music folder, see Add files to Surface in this guide.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3753
Playlists. - Play music	For help creating playlists, see [Music app](http://windows.microsoft.com/en-us/windows-8/music)  on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3754
Want bigger sound?	Connect external speakers to the headset jack or USB port on Surface, or wirelessly connect speakers with Bluetooth wireless technology. See Connect devices in this guide for more info.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3755
Xbox Music Pass	**Xbox Music Pass**\n\nIf you want to stream music without hearing ads and be able to download songs to your Surface, Windows Phone or Xbox, try a subscription for [Xbox Music Pass.](http://www.xbox.com/en-US/music/music-pass)	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3756
Create a radio station	**Create a radio station**\n\nRadio creates a dynamic playlist of songs from similar artists.\n\nTo create a new station: Tap or click Radio, tap Create new station and enter an artist’s name.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3757
Buy songs and albums	**Buy songs and albums**\n\nYou can buy music using the payment option associated with your Microsoft account. Here's how:\n\n*   Find a song or album that you want. You can use Search to find something quickly. If you don’t see a buy option, swipe down from the top edge of the screen to see more commands.\n\nTo see your billing history and payment options:\n\n  Open the Settings charm, then tap or click Account.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3758
More music apps	**More music apps**\n\n*   You can also use Windows Media Player (desktop app) to play music and videos. For help using Windows Media Player, see [Getting started with Windows Media Player](http://windows.microsoft.com/en-us/windows-8/getting-started-with-windows-media-player) on Windows.com.\n\n*   You can also browse or search for music apps in the Windows Store.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3759
Need help? - Music	**Need help?**\n\nIf you need help, see [Xbox Music Support](http://support.xbox.com/en-US/browse/xbox-on-other-devices/windows/Using%20Xbox%20Music) on Xbox.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3760
Photos - Built-in apps	**Photos**\n\nYou can use this app to view photos on Surface and on your OneDrive. If you have photos on your camera or phone, you can import them using this app.\n\nTo see your photos, go to the Start screen and open the Photos app. Photos from your Pictures folder appear in the Photos app. To see commands like Slide show and Select all, swipe down from the top edge of the screen.\n\nNotes\n\n*   For help with the Photos app, see [Photos app for Windows help](http://windows.microsoft.com/en-US/windows-8/photos-app-faq) on Windows.com.\n\n*   To see the file formats supported by the Photos app, see [Which file types are supported?](http://www.microsoft.com/surface/support/storage-files-and-folders/which-file-types-are-supported) on Surface.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3761
Import photos or videos	**Import photos or videos**\n\nYou can import photos from your camera, phone, or removable storage (USB flash drive or microSD card). To find out how, see [View and import photos and home videos](http://www.microsoft.com/surface/support/music-photos-and-video/view-and-import-photos) on Surface.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3762
Edit photos - Photos	**Edit photos**\n\nFor info on how to do this, see Edit photos in this guide.\n\nTips\n\n*   If you have lots of photos or videos, you can store them on OneDrive and access them from any web-connected device (including Surface). For more info, see [Store photos on OneDrive](http://windows.microsoft.com/en-us/windows-8/storing-photos-skydrive) on Windows.com.\n\n*   Want to take photos or videos? See the  Camera topic in this guide. \n\n*   To find out how to share and print photos, see [Share and print photos](http://windows.microsoft.com/en-us/windows-8/sharing-printing-photos) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3763
Video - Built-in apps	**Video**\n\n You can use the Video app to watch home videos on your Surface, and rent or buy TV shows and movies from the Xbox Video Store.\n\nThe Video app uses the [Xbox Video](http://go.microsoft.com/fwlink/p/?LinkId=260636) * service for movies and TV shows. And, it features Instant-on streaming in HD, so you don't have to wait for anything to download—just start watching.\n\n*The Xbox Video service isn't available everywhere. [Read this info to see where it’s available.](http://go.microsoft.com/fwlink/?LinkId=263598)	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3764
Play videos - Video	**Play videos**\n\n1.  From the Start screen, tap or click Video. \n\n2.  Scroll to the left to see your videos.\n\n3.  Tap or click a video to play it.\n\nNo videos? If you don’t see any videos, [add videos to your Videos folder](http://support.xbox.com/en-US/music-and-video/video/how-to-add-video) or join a homegroup . For help copying videos to your Videos folder, see Add files to Surface in this guide.\n\nMore video apps? Browse the Windows Store for more video and entertainment apps.\n\nNotes\n\n*   You can stream videos from Surface to your TV. See Connect to a TV, monitor, or projector  in this guide.\n\n*   For help using the Video app, see [Xbox Video Support](http://support.xbox.com/en-US/browse/xbox-on-other-devices/windows/Xbox%20Video) on Xbox.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3765
Skype - Built-in apps	**Skype**\n\nSkype* is the always-on app that makes staying in touch easier than ever. Connect with friends, family, and colleagues by using Skype calls and chat.\n\n*Skype may not be available in your country or region.\n\n*   Set up Skype \n\n    *   See the Skype: Add contacts topic in this guide.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3766
Call and chat	**Call and chat**\n\nTo find out how to add contacts, send instant messages, and make calls, see [Skype on Surface](http://www.microsoft.com/surface/support/email-and-communication/skype) on Surface.com. For more help with Skype, go to [Skype support](http://go.microsoft.com/fwlink/p/?LinkId=259618) [.](http://go.microsoft.com/fwlink/p/?LinkId=259618) \n\nTips\n\n*   To change settings or see help topics, open the Settings charm from the Skype app.\n\n*   To switch between the front and rear-facing cameras while in a video call, tap the webcam image.\n\n*   A desktop version of Skype is also available—see [Skype for Windows desktop](http://www.skype.com/en/download-skype/skype-for-windows/) on Skype.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3767
OneDrive - Built-in apps	**OneDrive**\n\n*   With OneDrive, you'll never be without the documents, photos, and videos that matter to you. Your Microsoft account includes cloud storage that’s accessible from any of your devices—your computer, tablet, and phone. In fact, you can get to your files whenever you have an internet connection.\n\n    *   To see what’s on your OneDrive, go to Start and tap or click  OneDrive. Or, from the desktop, open the OneDrive folder in File Explorer.\n\nAll of the files that you’ve saved on OneDrive appear. Tap or click a folder name to see the contents. Tap or click a file to open it. Office files open in Office apps and music files open in Xbox Music.\n\nSwipe down from the top edge of the screen to see commands.\n\nTo learn more about using OneDrive, see [OneDrive on Surface](http://www.microsoft.com/surface/support/storage-files-and-folders/skydrive-on-surface) on Surface.com and [Getting started with OneDrive](http://go.microsoft.com/fwlink/p/?LinkId=324110)  on Windows.com.\n\nTips\n\n*   Pictures that you take with the Camera app are saved to OneDrive by default. See the View photos and videos topic for more info.\n\n*   Need help with OneDrive? From the OneDrive app, open the Settings charm and then tap or click Help.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3768
Get to your files from anywhere	**Get to your files from anywhere**\n\nWhen your files are on OneDrive, you can get to them from any device. You can go to [OneDrive.com](http://www.skydrive.com/) or use one of the [OneDrive mobile apps](http://windows.microsoft.com/en-us/skydrive/mobile) [.](http://windows.microsoft.com/en-us/skydrive/mobile)	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3769
Save and open files	**Save and open files**\n\nYou can work with OneDrive files from the apps you use. When you choose to open or save files from an app, you can choose OneDrive as the location (if it isn’t already selected). If you don’t want to save to OneDrive, tap the arrow to switch to This PC. \n\n Use OneDrive to share files\n\nWith OneDrive, it’s easy to share files securely and easily with your friends or coworkers. They won’t need to install any special programs or sign up for a new account, and they can use any web browser to get to the files you share with them.\n\nYou can use OneDrive to share photos, Office docs, and other files with people. Here's how:\n\n1.  Open the OneDrive app and select the files that you want to share. (Swipe down on a file or folder to select it. Or if you’re using a mouse, right-click it.)\n\n2.  Open the Share charm, and then decide how you want to share:\n\n    *   Choose Invite People to share the drive with others. You’ll need to provide their email addresses so they can\n    *   Choose Get a link let people read the files or read and edit the files, or to make the folder public. You’ll be able to paste the link into any email, document, or post. Or, you can share it directly to a social media site like Facebook or Twitter.\n\nTo learn more about sharing files, see [Share files and photos](http://windows.microsoft.com/en-us/skydrive/sharing-files-photos) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3770
OneDrive desktop app	**OneDrive desktop app**\n\nYou can also install a OneDrive desktop app if you’d like ( [Get the free app](http://windows.microsoft.com/en-us/skydrive/download) ). To learn more, see [OneDrive desktop](http://windows.microsoft.com/en-us/skydrive/windows-app-faq) [app](http://windows.microsoft.com/en-us/skydrive/windows-app-faq) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3771
Xbox Games - Built-in apps	**Xbox Games**\n\n With the Xbox Games app, you can discover all of the latest Xbox games made for Windows 8.1 and get extras for the game you last played. You can also view all the games you've played across your Xbox 360, Windows PC, and Windows Phone.\n\nWith the Xbox Games app, you can see which friends are online and what they’re playing. See who’s on top in the leaderboard of your favorite game. You can also view all the achievements you've earned over time.\n\nFor more info, see [Windows 8.1 and Xbox: Better together](http://windows.microsoft.com/en-us/windows-8/windows-xbox) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3772
SmartGlass - Xbox Games	**SmartGlass**\n\nBe sure to check out the [Xbox SmartGlass app](http://go.microsoft.com/fwlink/p/?LinkId=320280) or [Xbox One SmartGlass app](http://apps.microsoft.com/windows/en-us/app/xbox-one-smartglass/c3a46cb8-e733-4579-b716-862e123fa831) too—it’s available for free in the Windows Store, and turns Surface into a great second  screen companion. For more info, see the [Xbox SmartGlass](http://go.microsoft.com/fwlink/p/?LinkId=317688) [website](http://go.microsoft.com/fwlink/p/?LinkId=317688) [.](http://go.microsoft.com/fwlink/p/?LinkId=317688) \n\n*The Xbox SmartGlass apps aren’t available in all countries or regions. To check the availability of the SmartGlass app in your region, see the [Xbox on Windows feature list](http://go.microsoft.com/fwlink/?LinkId=260543) [.](http://go.microsoft.com/fwlink/?LinkId=260543)	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3773
More built-in apps	**More built-in apps**\n\nHere are just some of the additional apps that are pre-installed on your Surface Pro 3:\n\n| News Keep up to date with what’s happening in the world using this photo-rich app. For more info, see [News app](http://windows.microsoft.com/en-us/windows-8/news-app-faq) on Windows.com. | Finance Stay on top of financial news and market data from global sources. For more info see [Finance app](http://windows.microsoft.com/en-us/windows-8/finance-app-faq) on Windows.com. |\n| --- | --- |\n| Alarms Manage and keep track of time by using alarms, timers, or a stopwatch. For more info, see [Alarms app](http://windows.microsoft.com/en-us/windows-8/alarms-app-faq) on Windows.com. | Reading List Keep track of content that you want to read later. For more info, see [Reading List app](http://windows.microsoft.com/en-us/windows-8/reading-list-app-faq) on Windows.com. |\n| Maps See your current location, zoom in for more detail, zoom out for a bigger picture, and get directions. See [Maps app](http://windows.microsoft.com/en-us/windows-8/maps-app-faq) on Windows.com. | Weather See the latest conditions and forecasts. Get weather reports from multiple providers. For See [Weather app](http://windows.microsoft.com/en-us/windows-8/weather-app-faq) on Windows.com. |\n| Sports Keep up with all the sports and teams you care about with Live Tile updates on your favorite teams | Flipboard Flipboard is your personal magazine. It collects in a single place the news, stories, articles, videos, and photos you care about. |\n| Food & Drink Enjoy hands-free cooking mode, recipes, and tips from celebrity chefs. For more info, see [Food & Drink app](http://windows.microsoft.com/en-us/windows-8/food-drink-app-faqhttp:/windows.microsoft.com/en-us/windows-8/food-drink-app-faq) on Windows.com. | Health & Fitness This app has over 1,000 exercise videos, and exercise and diet trackers. For more info, see [Health & Fitness app](http://windows.microsoft.com/en-us/windows/health-fitness-app-help#1TC=windows-8) on Windows.com. |\n\n*   ✪\n\n*   ✪\n\n*   ✪ Reader\n\nRead files in PDF and XPS formats. For more info, see [Reader app](http://windows.microsoft.com/en-us/windows-8/reader-app-faq) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3774
Problems with an app?	**Problems with an app?**\n\nIf you’re having problems running an app, try the suggestions in [Troubleshoot problems with an app](http://windows.microsoft.com/en-us/windows-8/what-troubleshoot-problems-app)  on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3775
News Keep up to date with what’s happening in the world using this photo-rich app. For more info, see News app on Windows.com. - More built-in apps	** News Keep up to date with what’s happening in the world using this photo-rich app. For more info, see News app on Windows.com.**\nis Finance Stay on top of financial news and market data from global sources. For more info see Finance app on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3776
Alarms Manage and keep track of time by using alarms, timers, or a stopwatch. For more info, see Alarms app on Windows.com. - More built-in apps	** Alarms Manage and keep track of time by using alarms, timers, or a stopwatch. For more info, see Alarms app on Windows.com.**\nis Reading List Keep track of content that you want to read later. For more info, see Reading List app on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3777
Maps See your current location, zoom in for more detail, zoom out for a bigger picture, and get directions. See Maps app on Windows.com. - More built-in apps	** Maps See your current location, zoom in for more detail, zoom out for a bigger picture, and get directions. See Maps app on Windows.com.**\nis Weather See the latest conditions and forecasts. Get weather reports from multiple providers. For See Weather app on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3778
Sports Keep up with all the sports and teams you care about with Live Tile updates on your favorite teams - More built-in apps	** Sports Keep up with all the sports and teams you care about with Live Tile updates on your favorite teams**\nis Flipboard Flipboard is your personal magazine. It collects in a single place the news, stories, articles, videos, and photos you care about.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3779
Food & Drink Enjoy hands-free cooking mode, recipes, and tips from celebrity chefs. For more info, see Food & Drink app on Windows.com. - More built-in apps	** Food & Drink Enjoy hands-free cooking mode, recipes, and tips from celebrity chefs. For more info, see Food & Drink app on Windows.com.**\nis Health & Fitness This app has over 1,000 exercise videos, and exercise and diet trackers. For more info, see Health & Fitness app on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3780
Additional info you should know	**Additional info you should know**\n\nThis section includes a few more things that would be helpful for you to know.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3781
Windows Updates - Additional info you should know	**Windows Updates**\n\nWindows Update automatically installs important updates as they become available. If a restart is needed to finish installing an update, you’ll see a message on your lock screen like this:\n\nWindows Update\n\nYour PC will restart in 2 days to finish installing important updates. \n\nWhen you see this message, do any of the following:\n\n*   On the Start screen, tap or click Power > Update and restart. \n\n*   From the lock screen, tap the Power icon and then Update and restart. \n\n*   Do nothing and Windows will install the updates and restart Surface in 2 days.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3782
Manually check for Windows updates	**Manually check for Windows updates**\n\n1.  Open the Settings charm, and tap or click Change PC settings > Update and recovery > Windows  Update > Check now. \n\n2.  If updates are available, tap or click View details. \n\n3.  Choose the updates you want to install, and then tap or click Install.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3783
See your update history	**See your update history**\n\n  Open the Settings charm, and tap or click Change PC settings > Update and recovery > Windows Update > View your update history. \n\nIf you have questions or problems with Windows Update, see [Windows Update: Frequently Asked Questions](http://windows.microsoft.com/en-us/windows-8/windows-update-faq)  on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3784
Firmware updates - Windows Updates	**Firmware updates**\n\nFirmware is software that controls how the Surface hardware functions. You’ll see a notification on Surface when a firmware update is available. When this happens, follow the on-screen instructions to update Surface.\n\nImportant Plug Surface into an electrical outlet before updating your firmware.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3785
How can I help protect my Surface from viruses?	**How can I help protect my Surface from viruses?**\n\nWindows Defender and Windows SmartScreen are built-into Windows 8.1 to help guard against viruses, spyware, and other malicious software in real time. See [Security checklist for Windows](http://windows.microsoft.com/en-us/windows-8/security-checklist-windows) for more info.\n\n*   To learn more, see [How can I help protect my PC from viruses?](http://windows.microsoft.com/en-us/windows-8/how-protect-pc-from-viruses) on Windows.com.\n\n*   To scan Surface manually, use Windows Defender. See [How do I find and remove a virus?](http://windows.microsoft.com/en-US/windows-8/how-find-remove-virus) on Windows.com for how-to info.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3786
Windows Firewall - Additional info you should know	**Windows Firewall**\n\nWindows Firewall helps prevent hackers and some types of malware from getting to your Surface through the Internet or your network.  Windows Firewall is turned on by default. To learn more about Windows Firewall settings, see [Windows Firewall from start to finish](http://windows.microsoft.com/en-us/windows-8/windows-firewall-from-start-to-finish) on Windows.com.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3787
Replace Surface Pen coin cell batteries	**Replace Surface Pen coin cell batteries**\n\nIn addition to the AAAA alkaline battery that you install before setup, Surface Pen has two size 319 lithium coin cell batteries pre-installed in the top of the pen. You’ll know it’s time to change the coin cell batteries if it will no longer write, erase, or right-click, or if it won’t pair with Surface Pro 3. When it’s time to change the coin cell batteries, see [Troubleshoot Surface Pen](http://www.microsoft.com/surface/support/touch-mouse-and-search/troubleshoot-surface-pen) on Surface.com for info on how to change the coin cell batteries.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3788
Pair Surface Pen manually	**Pair Surface Pen manually**\n\nYour Surface Pen pairs with your Surface Pro 3 during setup. If your pen ever gets unpaired from your Surface, you can pair it manually. Here’s how:\n\n1.  Swipe in from the right edge of the screen, and tap or click Settings. \n\n2.  Tap or click Change PC settings, and tap or click PC and devices, and then tap or click Bluetooth. Make sure that Bluetooth is turned on.\n\n3.  Hold down the top button on Surface Pen until the light in the middle of the pen clip starts to flash.✪\n\n4.  When the pen appears in the list of Bluetooth devices on your screen, tap or click it, and then tap or click Pair.	surface pro 3.xlsx	metadataname:surface pro 3	[]	False	[]	3789
